,timesteps,full_model,clinical,cnv,mirna,mutation,rna
0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.0,0.02565789473684211,0.02565789473684213,0.02565789473684213,0.02565789473684213,0.02565789473684213,0.02565789473684213
2,18.0,0.02565789473684211,0.02565789473684213,0.02565789473684213,0.02565789473684213,0.02565789473684213,0.02565789473684213
3,55.0,0.025328232854183456,0.025466767020205054,0.025301676158977496,0.02536911158931307,0.02541831749512048,0.025298462173872285
4,74.0,0.025328232854183456,0.025466767020205054,0.025301676158977496,0.02536911158931307,0.02541831749512048,0.025298462173872285
5,90.0,0.025328993501395076,0.02546694335456691,0.02530258000008213,0.0253692316409012,0.025419380523189393,0.025299020141718528
6,103.0,0.024925610501168587,0.025284376629613872,0.02487581355433845,0.02511253688753747,0.025045947659406403,0.024846665998326432
7,113.0,0.024983152007308336,0.025317514626165064,0.024921216095703067,0.02510170240712798,0.025101154668444706,0.02489107295170345
8,121.0,0.024983152007308336,0.025317514626165064,0.024921216095703067,0.02510170240712798,0.025101154668444706,0.02489107295170345
9,126.0,0.024982354043788152,0.025319165999180625,0.024920462733013578,0.025101457873380705,0.02509860633934087,0.02488954682277865
10,143.0,0.02497304854664496,0.025306302381333988,0.024914101150818414,0.025096799376319777,0.025091930380653386,0.024888672227269776
11,159.0,0.02497304854664496,0.025306302381333988,0.024914101150818414,0.025096799376319777,0.025091930380653386,0.024888672227269776
12,175.0,0.024619543399312493,0.025276380265574647,0.02463485820493324,0.024839339453928494,0.02456115414493574,0.024485107503401063
13,189.0,0.0243370299447114,0.02527880556638446,0.02440846891498139,0.024693054164250126,0.02402045618319947,0.024227678991742753
14,199.0,0.05257922572571425,0.05437641386902995,0.052685388214585495,0.05342940577557316,0.052433727418531924,0.05261754864064216
15,214.0,0.05140017231312742,0.053470970558551156,0.051629462779178216,0.0529384706651376,0.051212303319974485,0.051517490264297694
16,228.0,0.05048765587299214,0.05229646438830466,0.050839257159528854,0.05298431788916558,0.050279527548663674,0.05048470744635944
17,241.0,0.05013104259436606,0.05194288290966945,0.05047927339958964,0.05248482015337626,0.04961367228172956,0.050228426167540696
18,263.0,0.10126568165611838,0.10726398098830135,0.102067243330204,0.1097826414419785,0.10338755641501335,0.10150006597901363
19,287.0,0.09612526407537812,0.10338214542125249,0.09712000024431541,0.10841256200334777,0.09863523058401322,0.09637311845706131
20,315.0,0.09610343840016304,0.1029045366544979,0.09708393015971815,0.10763593844543422,0.0987463319197731,0.09629610380743577
21,333.0,0.09008152359335313,0.09887204040989894,0.09100402877154579,0.10502600482338446,0.09340068114982665,0.09046177790785119
22,361.0,0.07997482874550961,0.09178696457657494,0.08057224962770687,0.10109747801222946,0.08433441169203344,0.08046649131388645
