,timesteps,full_model,clinical,cnv,mirna,mutation,rna
0,35.0,0.0002145184341792101,0.00021066657897020593,0.00021393290625330063,0.00021252143968949062,0.00022362255493660124,0.00021344513997275904
1,42.0,0.00044327692265874025,0.00042865875410668823,0.0004317613902179139,0.0004416296482136684,0.0004674702116606916,0.00042979387767956936
2,75.0,0.0009589760898545746,0.0009236032282337628,0.0009453901621375686,0.0009478391276897397,0.0010075722270637478,0.0009352931998519269
3,105.0,0.0018434574856727214,0.0017704743414790496,0.0018608040909465484,0.0018648496183668256,0.001961271060108699,0.0018025812384182837
4,110.0,0.0034053271735027084,0.003290990577822246,0.0034335026646679684,0.003487905125054217,0.003623204130688054,0.0033710216170485317
5,123.0,0.008702578040867128,0.00864408466005294,0.008741621436181912,0.00884428112701817,0.009104979167688263,0.008673399136151096
6,128.0,0.008702578040867128,0.00864408466005294,0.008741621436181912,0.00884428112701817,0.009104979167688263,0.008673399136151096
7,145.0,0.017978681200130107,0.017760547721893602,0.017765410840258563,0.01854405908498046,0.01883762497275296,0.01793465293281625
8,153.0,0.021898667452973402,0.021663745787598034,0.021689639934253324,0.02271990497680179,0.022947600793582254,0.02184535816127234
9,155.0,0.021898667452973402,0.021663745787598034,0.021689639934253324,0.02271990497680179,0.022947600793582254,0.02184535816127234
10,161.0,0.021898667452973402,0.021663745787598034,0.021689639934253324,0.02271990497680179,0.022947600793582254,0.02184535816127234
11,167.0,0.02193940711285927,0.0217034766862512,0.022023590624007713,0.022931988421644664,0.022594087222552895,0.021959900816212973
12,181.0,0.02193940711285927,0.0217034766862512,0.022023590624007713,0.022931988421644664,0.022594087222552895,0.021959900816212973
13,188.0,0.027565178024643033,0.027452857498856984,0.027985335493574695,0.02876194747454303,0.02848603583793336,0.02765511701882791
14,202.0,0.027565178024643033,0.027452857498856984,0.027985335493574695,0.02876194747454303,0.02848603583793336,0.02765511701882791
15,219.0,0.03768547206975154,0.03737184117276884,0.03809540556106747,0.03926385068578184,0.038548369152882705,0.03790467236102548
16,228.0,0.04000823496297127,0.039696124509265095,0.04051979299057268,0.04154450116329555,0.040911156202443635,0.040222507589949094
17,233.0,0.04000823496297127,0.039696124509265095,0.04051979299057268,0.04154450116329555,0.040911156202443635,0.040222507589949094
18,247.0,0.053518112346216985,0.05333581335298124,0.05433711870289704,0.05581341042740577,0.05459202563462038,0.05378222748064012
19,250.0,0.06251664603860639,0.06226746370006234,0.06321100989223172,0.06566239692642366,0.06343905224636234,0.06285059310931598
20,292.0,0.06762445147509329,0.06723936727425556,0.06841112757857495,0.07117906649258109,0.0687697505896972,0.06789650066863052
21,319.0,0.07392304451658431,0.07329133590723709,0.0750286530151732,0.07753770613010182,0.07532047360651423,0.07422890241757935
22,330.0,0.07387916008229216,0.0711681425422731,0.07344238807502088,0.08064202508653738,0.07700442334517335,0.07386935975919051
23,347.0,0.08515045307889307,0.08151771345053724,0.08481186096902742,0.09405479340439486,0.08879242654249216,0.0847718108388672
24,360.0,0.08515045307889307,0.08151771345053724,0.08481186096902742,0.09405479340439486,0.08879242654249216,0.0847718108388672
25,394.0,0.1169985332723813,0.11249738991520973,0.11551970426232808,0.1275563755446652,0.12194847032804493,0.11588197449004334
26,397.0,0.1169985332723813,0.11249738991520973,0.11551970426232808,0.1275563755446652,0.12194847032804493,0.11588197449004334
27,460.0,0.16030780321495752,0.15388997335836857,0.1590395707247003,0.17122459228690898,0.16665084441886066,0.1586609365830502
28,473.0,0.1973014255975203,0.1896677089186354,0.19292887477933893,0.20965299304904178,0.2058307368541489,0.19545406640704677
29,481.0,0.21179150655596232,0.20439689625690563,0.20771386908712713,0.22298361989065246,0.2213584923637867,0.21021105163252693
30,486.0,0.2598464471803211,0.2504994208619168,0.2535866107738833,0.27180460995368394,0.26887917170607184,0.2574671762499342
31,568.0,0.28179198980295544,0.2755234838965512,0.2735202220960014,0.2988261195490015,0.2868736749470401,0.27510701808560567
32,598.0,0.313699573840835,0.3010590425383791,0.30375588695521966,0.32512115800209235,0.32341508012808295,0.3048007689074122
33,607.0,0.35445414143744763,0.33817315422590133,0.3461421542316274,0.3671294421885134,0.3641102742615264,0.3431615118618721
34,652.0,0.380649882456328,0.36440439293393045,0.37402286019593944,0.39187614352324834,0.3918919025073396,0.3708151925474009
35,671.0,0.380649882456328,0.36440439293393045,0.37402286019593944,0.39187614352324834,0.3918919025073396,0.3708151925474009
36,695.0,0.34014519055960063,0.3150871293538883,0.3383349957694059,0.36019606893793393,0.35728636670826,0.3362840279885165
37,720.0,0.350327391716176,0.3250885781351668,0.34676890936819155,0.37158218897847417,0.3665288548933856,0.3469213177708803
38,844.0,0.36838955868974965,0.33986418577183874,0.367477984451248,0.39472032957431885,0.3846166173499418,0.3668811164601443
39,859.0,0.37268255849926785,0.3567005210562131,0.3738155898184624,0.3770706902255357,0.3929269594829873,0.37074700212850364
40,914.0,0.3920312899519875,0.39061302085998184,0.3950476500729058,0.3563144349708456,0.408147767788477,0.3897653957676652
41,951.0,0.3920312899519875,0.39061302085998184,0.3950476500729058,0.3563144349708456,0.408147767788477,0.3897653957676652
42,1130.0,0.483532047891925,0.4240968441930167,0.49362723322012964,0.45585475607722,0.4882944201641326,0.48805571385039676
43,1502.0,0.5454141254657493,0.469247033377139,0.5471541629723933,0.518412108490658,0.5506492025273542,0.5483581082209104
