,timesteps,full_model,clinical,cnv,mirna,mutation,rna
0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20.0,4.687553330014556e-05,5.042684110900006e-05,5.0456339386648396e-05,4.249231806635819e-05,4.6868479002303275e-05,4.496448782490537e-05
2,34.0,4.804459338200432e-05,5.153257007126202e-05,5.1595980448651814e-05,4.305410747699533e-05,4.8111828420851985e-05,4.620236847670809e-05
3,42.0,4.804459338200432e-05,5.153257007126202e-05,5.1595980448651814e-05,4.305410747699533e-05,4.8111828420851985e-05,4.620236847670809e-05
4,57.0,0.0003432165855110403,0.0003489935171281408,0.0003282408523673584,0.0003349667002740987,0.0003399152878887095,0.0003392003353544844
5,63.0,0.0004720843165798177,0.0004834583345751806,0.00043755320849117173,0.00048257588358935566,0.0004709373500764473,0.0004748039308345323
6,68.0,0.0005953404071067241,0.000615276137282885,0.0005659019461713848,0.0006143812354838267,0.0005967624760425298,0.0006138928206704408
7,82.0,0.0009791153833787786,0.0009852168572072894,0.0009463119413199943,0.0010384325009970563,0.0009805975330533293,0.0010126221348787242
8,93.0,0.001689922640105654,0.0017620424433866901,0.0016853195637981735,0.001790107815782051,0.0017004566136908353,0.0017776426759103933
9,106.0,0.03001985106374124,0.030750737666327764,0.02998976951422424,0.030320173192468304,0.029959754689045343,0.029698814106557277
10,122.0,0.03018502353187538,0.030842579146815607,0.03022455224214863,0.030616915742213906,0.03011534388380102,0.029926755023307966
11,134.0,0.03018502353187538,0.030842579146815607,0.03022455224214863,0.030616915742213906,0.03011534388380102,0.029926755023307966
12,147.0,0.02979516294140639,0.031234672465072517,0.02983347868254313,0.03048886682641385,0.0296880095083107,0.029714247181101574
13,163.0,0.057296605246184684,0.059051005706563194,0.05680054537854074,0.05951743768505568,0.057241319878637544,0.05669518623831927
14,173.0,0.08595245674181651,0.08888773984147078,0.08407767186108468,0.08772749265147704,0.08588492228826476,0.08541625803485761
15,187.0,0.08554697634992806,0.08900433927765476,0.08328852335052535,0.08761340001004571,0.08549192528112844,0.085142221865854
16,195.0,0.08587577505951882,0.08899448126347446,0.08334106301138565,0.08816966212102853,0.0858518056006437,0.0853103460321594
17,205.0,0.08567974285529946,0.08903508794414819,0.08318373419814563,0.08815275656763086,0.08575440892386985,0.0850673876720581
18,213.0,0.08572137063777391,0.08874382912090967,0.08319259386519505,0.08866260187709937,0.08582889578485149,0.08528570954896976
19,225.0,0.08596745364532844,0.08931418395931208,0.08338440532962489,0.08849345144603243,0.08617197817333368,0.08562154799320101
20,238.0,0.08647176388652122,0.09005114587809236,0.08397282570337251,0.08863307071729515,0.08664954282474278,0.0862861591571161
21,247.0,0.08656965366361352,0.09017067549767996,0.08379732812516517,0.0888583301159211,0.08678730873203573,0.0864034440491786
22,259.0,0.1191054955960684,0.11965452747393733,0.11652966280072143,0.12498398790414081,0.11991998550622414,0.1185886230140055
23,272.0,0.11897927617709045,0.1196640809103509,0.11596518053994245,0.12493984156806494,0.11998298435503037,0.11926217522670504
24,294.0,0.11849032455585434,0.11923647044090145,0.11585252168401416,0.12417188232240946,0.11948276899044902,0.11914230793597452
25,322.0,0.15563944167963548,0.1542635217445473,0.15103875539688955,0.1566795519458058,0.15683154165324287,0.15729635552865956
26,340.0,0.15638306529116602,0.1546235247585499,0.1517357276784036,0.15703025219818736,0.15771320187281895,0.1583757384608981
27,366.0,0.1820588824076458,0.18703883829191972,0.177001191463002,0.18123472979067537,0.18391023687579003,0.18448841205808705
28,390.0,0.18233858603568145,0.18837914765284342,0.17585922844742474,0.1816916849720595,0.18442177176935234,0.18500348090162133
29,415.0,0.1756268766328414,0.18118263979295088,0.1694896122021067,0.17661797721189973,0.17738622973187063,0.1819293788313071
30,457.0,0.17396977087963944,0.1773178517722734,0.16647106928516645,0.17722226449914288,0.17560396934449748,0.18403976887055185
31,493.0,0.17730723689147201,0.17985496180739477,0.16873671413138447,0.17930385124631265,0.17891844426772452,0.18807828453302694
32,544.0,0.18578393836723456,0.18776475931786954,0.1750940476612781,0.18693845474931212,0.18767817993099012,0.19407248218428028
