,timesteps,full_model,clinical,cnv,mirna,mutation,rna
0,6.0,2.0938881027824455e-05,1.958521896979377e-05,2.3828592682432483e-05,2.5132495093092495e-05,1.953101532516858e-05,2.42776788212485e-05
1,8.0,2.1664876135423906e-05,2.0088038340655017e-05,2.4539288750553534e-05,2.595256687609539e-05,2.0165506637946925e-05,2.489365617527432e-05
2,12.0,1.8798889053764854e-05,1.7898148250532656e-05,1.748826580986143e-05,2.3869046550607114e-05,1.753232555626559e-05,2.579045043321257e-05
3,13.0,1.8798889053764854e-05,1.7898148250532656e-05,1.748826580986143e-05,2.3869046550607114e-05,1.753232555626559e-05,2.579045043321257e-05
4,16.0,1.8798889053764854e-05,1.7898148250532656e-05,1.748826580986143e-05,2.3869046550607114e-05,1.753232555626559e-05,2.579045043321257e-05
5,18.0,1.859714833500697e-05,1.7954959177756767e-05,1.7267384827620212e-05,2.445431349445653e-05,1.745974701994902e-05,2.532661417652248e-05
6,21.0,1.6177805553744594e-05,1.566136177558555e-05,1.650110988778511e-05,2.3131849677907415e-05,1.5376997543620555e-05,2.346957255730099e-05
7,23.0,1.6177805553744594e-05,1.566136177558555e-05,1.650110988778511e-05,2.3131849677907415e-05,1.5376997543620555e-05,2.346957255730099e-05
8,25.0,8.620786380830713e-05,7.660473696361634e-05,8.960446846915124e-05,9.600747650991927e-05,8.222342253725025e-05,9.017278411205301e-05
9,27.0,8.620786380830713e-05,7.660473696361634e-05,8.960446846915124e-05,9.600747650991927e-05,8.222342253725025e-05,9.017278411205301e-05
10,30.0,0.0002141316280849095,0.00020324292623387458,0.00023115745567774338,0.00023165034399971152,0.00020241481688301207,0.00023337273639130788
11,31.0,0.0002141316280849095,0.00020324292623387458,0.00023115745567774338,0.00023165034399971152,0.00020241481688301207,0.00023337273639130788
12,35.0,0.0002141316280849095,0.00020324292623387458,0.00023115745567774338,0.00023165034399971152,0.00020241481688301207,0.00023337273639130788
13,38.0,0.0002141316280849095,0.00020324292623387458,0.00023115745567774338,0.00023165034399971152,0.00020241481688301207,0.00023337273639130788
14,45.0,0.0002141316280849095,0.00020324292623387458,0.00023115745567774338,0.00023165034399971152,0.00020241481688301207,0.00023337273639130788
15,52.0,0.0004748680756289724,0.0004498687673989844,0.0004561400082473032,0.00045872586591471,0.00045526031886197055,0.0004757309558308221
16,62.0,0.0012718015176782845,0.0011957729559727236,0.0011835237743893015,0.001344784852812981,0.001234562248290844,0.0012031498249050908
17,82.0,0.040059306293277655,0.040122265024709024,0.04115178948236691,0.039580528972197014,0.04047310534190398,0.04074759417199519
18,92.0,0.04003776213910087,0.04010920842661212,0.041111173798635,0.03957220177249821,0.040465636145448285,0.040743838398655294
19,111.0,0.07851637310181162,0.07908536104238578,0.08113490004072305,0.07879278372652972,0.07937967628372494,0.08023600383254607
20,126.0,0.11943208261489395,0.12031974632255496,0.1224145040876517,0.1195511391851976,0.12061193566119079,0.12090566623684346
21,137.0,0.1174597730744181,0.11860653535643316,0.12025156430876996,0.11696549693318227,0.11874778354164447,0.11954809158808809
