,timesteps,full_model,clinical,cnv,mirna,mutation,rna
0,61.0,0.08667935662426823,0.08706414026370553,0.08664047054114343,0.0861790723701023,0.08666229818131661,0.0870732767050303
1,89.0,0.12942504615208106,0.13032816081328305,0.12923675936891896,0.12875413258559026,0.12937673331841207,0.12939076879448538
2,94.0,0.12604170026775566,0.12692098599739104,0.12604617875211832,0.12580856165929816,0.1261077022912038,0.12634209053550505
3,116.0,0.12606516768014708,0.12693794144870718,0.12607702676207044,0.12583127587137968,0.12612921734345447,0.12636303251302444
4,129.0,0.12506999948113579,0.1259741466709199,0.12529708764915262,0.12497144014124187,0.1251140261557876,0.12510862288831187
5,147.0,0.12498526920410545,0.12593651809112547,0.12524639906145862,0.12491034058968031,0.12502761495000095,0.1250177437875117
6,168.0,0.12498526920410545,0.12593651809112547,0.12524639906145862,0.12491034058968031,0.12502761495000095,0.1250177437875117
7,185.0,0.12494722864641433,0.1259143985486912,0.12523267943441746,0.12487526805196149,0.12499114507437023,0.12497471339355659
8,192.0,0.1744021971667439,0.1749217166091099,0.17462806797529803,0.17466872831360267,0.17446266802587945,0.17429417741801814
9,220.0,0.1743739033160225,0.17488756419850507,0.17463470806414544,0.17465119185071376,0.17443250632335783,0.17429096837386532
10,239.0,0.1743739033160225,0.17488756419850507,0.17463470806414544,0.17465119185071376,0.17443250632335783,0.17429096837386532
11,257.0,0.17437778524894199,0.1748650068108234,0.17463525887160333,0.17465120869143874,0.17443723404856087,0.17431502591848314
12,277.0,0.1744288812175936,0.17490717295011102,0.17467264939034383,0.17468520312839275,0.1744887930371615,0.17437480653644918
13,360.0,0.1709911172917581,0.171385387590777,0.17051846744425053,0.17112479140447145,0.17112820544783175,0.1702372679397352
14,395.0,0.16473522708494828,0.16612289128353894,0.16446218185962444,0.16483352095207585,0.16476895916598128,0.16479977679359503
15,446.0,0.16278548798905193,0.16380362638253496,0.16241010506649523,0.16311545632052296,0.16279302204015392,0.16217367708029332
16,528.0,0.16067632111482474,0.16223598716568652,0.15998571057874508,0.1610091147728998,0.16058468896848527,0.1598976759487524
17,555.0,0.1578552032604394,0.15943028512928614,0.1576982062882998,0.1584984393214345,0.15784130651415124,0.15675144142399755
18,571.0,0.1523072828040568,0.15563978361479505,0.15390901879127494,0.153122860079134,0.1522455262870407,0.15073187510827193
19,629.0,0.14717070617051445,0.15097793759271275,0.1517102858059466,0.1482904946660068,0.14727374599437154,0.1460638787840441
20,679.0,0.14828504456084396,0.1525845326521535,0.15066998135747103,0.1491931599300805,0.1484433788762617,0.1469900482908676
21,741.0,0.21772521274711537,0.22244184742225442,0.21571908094861278,0.21836612302001868,0.21821068311876626,0.21507646211832754
22,837.0,0.21380979102978187,0.21914523986030018,0.2120438280665719,0.2151225131924719,0.2138997639491517,0.21133796750203848
23,863.0,0.2109202940727138,0.21696574190533213,0.20857230939109112,0.21315108722168397,0.2110420166251373,0.20860098929653093
24,887.0,0.20980811176654593,0.215546234892802,0.2065168995624255,0.21283376254065028,0.20969140576358292,0.20807072884883046
25,949.0,0.20794218871773876,0.21199068822558242,0.20322520435459762,0.211431768684663,0.20783474169557817,0.2070433942608536
26,952.0,0.21040001141739204,0.21462918727701819,0.20536591784574576,0.21323829840744593,0.2103816425135764,0.20762862225919487
27,976.0,0.26278748150000947,0.26213293990100617,0.27185857912872696,0.2658090455877123,0.26292537014969974,0.25991725441067
28,1024.0,0.2566662069931147,0.25567951299415065,0.26564915495528235,0.2599912612468694,0.2574181679830014,0.25317384732323917
29,1069.0,0.24999001786873773,0.24776509692009582,0.2610453960470809,0.25291250973207824,0.25109544707511866,0.24598184460851782
30,1104.0,0.24457990276166158,0.24224299553963796,0.2542695305973562,0.24930910409774135,0.24486303228514675,0.23966292964943114
31,1158.0,0.2939419818605506,0.3017141632283318,0.2894596325187727,0.29777447104760624,0.2951903702827864,0.2744410477185877
32,1199.0,0.29109729268836565,0.298147899464567,0.27926652289203097,0.2934996493600912,0.29237977036293494,0.27005682965527417
33,1249.0,0.2870053786629103,0.2936489102951912,0.27384648530866207,0.2884918814267747,0.28770875665546425,0.2640381002763557
34,1278.0,0.2827234593044191,0.28764217329438374,0.26928157632771094,0.28521628418434036,0.28386261640612737,0.25649364978276273
35,1324.0,0.2836022730259141,0.28782843382650364,0.26480318982580187,0.28434922213131997,0.2853185964988574,0.257622884342243
36,1357.0,0.22888093935202763,0.2398794927573301,0.25453729998990915,0.21799089642050629,0.23027643836359743,0.21108141945613476
37,1369.0,0.22472846338986524,0.2359857612002697,0.2482251449385142,0.2129657241318435,0.22628380088987704,0.206582109564945
38,1446.0,0.20407923492049626,0.2115689730357447,0.2278391600521037,0.19341836939654258,0.2061895797940665,0.18819109614477264
39,1516.0,0.19173280383428748,0.1978344857020186,0.21229563895269052,0.1797546970896308,0.19323278714524453,0.17793415095648243
40,1583.0,0.1799316333787682,0.18632100188469078,0.19560712926078305,0.1691567631475201,0.1813211160340108,0.1672758633052446
41,1722.0,0.1759578676534588,0.18156332922260104,0.18830915609579402,0.1668321848944914,0.1775689844257244,0.1619180754152862
42,1815.0,0.17008434481563933,0.17629203179547845,0.17812178477605728,0.16348042052067244,0.17104377253517133,0.1555624194528502
43,1933.0,0.16751087729378447,0.1735457097932688,0.17412752057513647,0.16172511035620826,0.16834203316242238,0.15453200615422705
